"id","type","value","key","project_id","properties"
"1_539230_728666_1d2628","1",触发行业跌幅异常事件,触发事件,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u4e2d\u836f\u677f\u5757\u6da8\u8dcc\u5e45-1.52%\uff0c\u4f4e\u4e8e\u9608\u503c-0.7%\uff0c\u89e6\u53d1\u884c\u4e1a\u8dcc\u5e45\u5f02\u5e38\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d2905f""}"
"1_560226_0d1014_d23de6","1",下跌,下跌,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u4e2d\u836f\u677f\u5757\u4e0b\u8dcc\u5bb6\u6570\u5360\u6bd491.2%\uff0862.0/68\uff09\uff0c\u9ad8\u4e8e\u9608\u503c70.0%\uff0c\u89e6\u53d1\u4e0b\u8dcc\u4e00\u81f4\u6027\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29061""}"
"0_560226_0d1014_c7829a","0",中药板块,下跌板块,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u4e2d\u836f\u677f\u5757\u4e0b\u8dcc\u5bb6\u6570\u5360\u6bd491.2%\uff0862.0/68\uff09\uff0c\u9ad8\u4e8e\u9608\u503c70.0%\uff0c\u89e6\u53d1\u4e0b\u8dcc\u4e00\u81f4\u6027\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29061""}"
"0_560226_0d1014_34566a","0",下跌家数占比91.2%（62.0/68）,下跌指标,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u4e2d\u836f\u677f\u5757\u4e0b\u8dcc\u5bb6\u6570\u5360\u6bd491.2%\uff0862.0/68\uff09\uff0c\u9ad8\u4e8e\u9608\u503c70.0%\uff0c\u89e6\u53d1\u4e0b\u8dcc\u4e00\u81f4\u6027\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29061""}"
"0_560226_0d1014_f08882","0",阈值70.0%,阈值,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u4e2d\u836f\u677f\u5757\u4e0b\u8dcc\u5bb6\u6570\u5360\u6bd491.2%\uff0862.0/68\uff09\uff0c\u9ad8\u4e8e\u9608\u503c70.0%\uff0c\u89e6\u53d1\u4e0b\u8dcc\u4e00\u81f4\u6027\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29061""}"
"1_560226_0d1014_d6c6e0","1",触发,触发,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u4e2d\u836f\u677f\u5757\u4e0b\u8dcc\u5bb6\u6570\u5360\u6bd491.2%\uff0862.0/68\uff09\uff0c\u9ad8\u4e8e\u9608\u503c70.0%\uff0c\u89e6\u53d1\u4e0b\u8dcc\u4e00\u81f4\u6027\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29061""}"
"0_560226_0d1014_8497b5","0",下跌一致性事件,触发事件,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u4e2d\u836f\u677f\u5757\u4e0b\u8dcc\u5bb6\u6570\u5360\u6bd491.2%\uff0862.0/68\uff09\uff0c\u9ad8\u4e8e\u9608\u503c70.0%\uff0c\u89e6\u53d1\u4e0b\u8dcc\u4e00\u81f4\u6027\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29061""}"
"1_582752_efae64_4a9611","1",涨跌幅-1.76%,涨跌幅,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u533b\u836f\u5546\u4e1a\u677f\u5757\u6da8\u8dcc\u5e45-1.76%\uff0c\u4f4e\u4e8e\u9608\u503c-0.7%\uff0c\u89e6\u53d1\u884c\u4e1a\u8dcc\u5e45\u5f02\u5e38\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29062""}"
"0_582752_efae64_c98573","0",医药商业板块,板块,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u533b\u836f\u5546\u4e1a\u677f\u5757\u6da8\u8dcc\u5e45-1.76%\uff0c\u4f4e\u4e8e\u9608\u503c-0.7%\uff0c\u89e6\u53d1\u884c\u4e1a\u8dcc\u5e45\u5f02\u5e38\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29062""}"
"1_582752_efae64_72eff5","1",低于阈值-0.7%,低于阈值,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u533b\u836f\u5546\u4e1a\u677f\u5757\u6da8\u8dcc\u5e45-1.76%\uff0c\u4f4e\u4e8e\u9608\u503c-0.7%\uff0c\u89e6\u53d1\u884c\u4e1a\u8dcc\u5e45\u5f02\u5e38\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29062""}"
"0_582752_efae64_dd44ca","0",阈值-0.7%,阈值,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u533b\u836f\u5546\u4e1a\u677f\u5757\u6da8\u8dcc\u5e45-1.76%\uff0c\u4f4e\u4e8e\u9608\u503c-0.7%\uff0c\u89e6\u53d1\u884c\u4e1a\u8dcc\u5e45\u5f02\u5e38\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29062""}"
"1_582752_efae64_1d2628","1",触发行业跌幅异常事件,触发事件,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u533b\u836f\u5546\u4e1a\u677f\u5757\u6da8\u8dcc\u5e45-1.76%\uff0c\u4f4e\u4e8e\u9608\u503c-0.7%\uff0c\u89e6\u53d1\u884c\u4e1a\u8dcc\u5e45\u5f02\u5e38\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29062""}"
"0_582752_efae64_f2deec","0",行业跌幅异常事件,事件,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u533b\u836f\u5546\u4e1a\u677f\u5757\u6da8\u8dcc\u5e45-1.76%\uff0c\u4f4e\u4e8e\u9608\u503c-0.7%\uff0c\u89e6\u53d1\u884c\u4e1a\u8dcc\u5e45\u5f02\u5e38\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29062""}"
"1_606131_695918_d23de6","1",下跌,下跌,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u533b\u836f\u5546\u4e1a\u677f\u5757\u4e0b\u8dcc\u5bb6\u6570\u5360\u6bd496.9%\uff0831.0/32\uff09\uff0c\u9ad8\u4e8e\u9608\u503c70.0%\uff0c\u89e6\u53d1\u4e0b\u8dcc\u4e00\u81f4\u6027\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29064""}"
"0_606131_695918_c98573","0",医药商业板块,下跌板块,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u533b\u836f\u5546\u4e1a\u677f\u5757\u4e0b\u8dcc\u5bb6\u6570\u5360\u6bd496.9%\uff0831.0/32\uff09\uff0c\u9ad8\u4e8e\u9608\u503c70.0%\uff0c\u89e6\u53d1\u4e0b\u8dcc\u4e00\u81f4\u6027\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29064""}"
"0_606131_695918_86d59e","0",下跌家数占比96.9%（31.0/32）,下跌指标,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u533b\u836f\u5546\u4e1a\u677f\u5757\u4e0b\u8dcc\u5bb6\u6570\u5360\u6bd496.9%\uff0831.0/32\uff09\uff0c\u9ad8\u4e8e\u9608\u503c70.0%\uff0c\u89e6\u53d1\u4e0b\u8dcc\u4e00\u81f4\u6027\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29064""}"
"0_606131_695918_f08882","0",阈值70.0%,阈值,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u533b\u836f\u5546\u4e1a\u677f\u5757\u4e0b\u8dcc\u5bb6\u6570\u5360\u6bd496.9%\uff0831.0/32\uff09\uff0c\u9ad8\u4e8e\u9608\u503c70.0%\uff0c\u89e6\u53d1\u4e0b\u8dcc\u4e00\u81f4\u6027\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29064""}"
"1_606131_695918_d6c6e0","1",触发,触发,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u533b\u836f\u5546\u4e1a\u677f\u5757\u4e0b\u8dcc\u5bb6\u6570\u5360\u6bd496.9%\uff0831.0/32\uff09\uff0c\u9ad8\u4e8e\u9608\u503c70.0%\uff0c\u89e6\u53d1\u4e0b\u8dcc\u4e00\u81f4\u6027\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29064""}"
"0_606131_695918_8497b5","0",下跌一致性事件,触发事件,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u533b\u836f\u5546\u4e1a\u677f\u5757\u4e0b\u8dcc\u5bb6\u6570\u5360\u6bd496.9%\uff0831.0/32\uff09\uff0c\u9ad8\u4e8e\u9608\u503c70.0%\uff0c\u89e6\u53d1\u4e0b\u8dcc\u4e00\u81f4\u6027\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29064""}"
"1_628118_6dfa3c_53af8d","1",医疗服务板块涨跌幅-1.80%,涨跌幅,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u533b\u7597\u670d\u52a1\u677f\u5757\u6da8\u8dcc\u5e45-1.80%\uff0c\u4f4e\u4e8e\u9608\u503c-0.7%\uff0c\u89e6\u53d1\u884c\u4e1a\u8dcc\u5e45\u5f02\u5e38\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29065""}"
"0_628118_6dfa3c_0dd9d7","0",医疗服务板块,行业板块,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u533b\u7597\u670d\u52a1\u677f\u5757\u6da8\u8dcc\u5e45-1.80%\uff0c\u4f4e\u4e8e\u9608\u503c-0.7%\uff0c\u89e6\u53d1\u884c\u4e1a\u8dcc\u5e45\u5f02\u5e38\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29065""}"
"1_628118_6dfa3c_72eff5","1",低于阈值-0.7%,低于阈值,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u533b\u7597\u670d\u52a1\u677f\u5757\u6da8\u8dcc\u5e45-1.80%\uff0c\u4f4e\u4e8e\u9608\u503c-0.7%\uff0c\u89e6\u53d1\u884c\u4e1a\u8dcc\u5e45\u5f02\u5e38\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29065""}"
"0_628118_6dfa3c_dd44ca","0",阈值-0.7%,阈值,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u533b\u7597\u670d\u52a1\u677f\u5757\u6da8\u8dcc\u5e45-1.80%\uff0c\u4f4e\u4e8e\u9608\u503c-0.7%\uff0c\u89e6\u53d1\u884c\u4e1a\u8dcc\u5e45\u5f02\u5e38\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29065""}"
"1_628118_6dfa3c_1d2628","1",触发行业跌幅异常事件,触发事件,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u533b\u7597\u670d\u52a1\u677f\u5757\u6da8\u8dcc\u5e45-1.80%\uff0c\u4f4e\u4e8e\u9608\u503c-0.7%\uff0c\u89e6\u53d1\u884c\u4e1a\u8dcc\u5e45\u5f02\u5e38\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29065""}"
"0_628118_6dfa3c_f2deec","0",行业跌幅异常事件,异常事件,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u533b\u7597\u670d\u52a1\u677f\u5757\u6da8\u8dcc\u5e45-1.80%\uff0c\u4f4e\u4e8e\u9608\u503c-0.7%\uff0c\u89e6\u53d1\u884c\u4e1a\u8dcc\u5e45\u5f02\u5e38\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29065""}"
"1_654204_35f971_d23de6","1",下跌,下跌,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u533b\u7597\u670d\u52a1\u677f\u5757\u4e0b\u8dcc\u5bb6\u6570\u5360\u6bd490.9%\uff0850.0/55\uff09\uff0c\u9ad8\u4e8e\u9608\u503c70.0%\uff0c\u89e6\u53d1\u4e0b\u8dcc\u4e00\u81f4\u6027\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29067""}"
"0_654204_35f971_0dd9d7","0",医疗服务板块,下跌板块,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u533b\u7597\u670d\u52a1\u677f\u5757\u4e0b\u8dcc\u5bb6\u6570\u5360\u6bd490.9%\uff0850.0/55\uff09\uff0c\u9ad8\u4e8e\u9608\u503c70.0%\uff0c\u89e6\u53d1\u4e0b\u8dcc\u4e00\u81f4\u6027\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29067""}"
"0_654204_35f971_76af99","0",下跌家数占比90.9%（50.0/55）,下跌指标,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u533b\u7597\u670d\u52a1\u677f\u5757\u4e0b\u8dcc\u5bb6\u6570\u5360\u6bd490.9%\uff0850.0/55\uff09\uff0c\u9ad8\u4e8e\u9608\u503c70.0%\uff0c\u89e6\u53d1\u4e0b\u8dcc\u4e00\u81f4\u6027\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29067""}"
"0_654204_35f971_f08882","0",阈值70.0%,阈值,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u533b\u7597\u670d\u52a1\u677f\u5757\u4e0b\u8dcc\u5bb6\u6570\u5360\u6bd490.9%\uff0850.0/55\uff09\uff0c\u9ad8\u4e8e\u9608\u503c70.0%\uff0c\u89e6\u53d1\u4e0b\u8dcc\u4e00\u81f4\u6027\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29067""}"
"1_654204_35f971_d6c6e0","1",触发,触发,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u533b\u7597\u670d\u52a1\u677f\u5757\u4e0b\u8dcc\u5bb6\u6570\u5360\u6bd490.9%\uff0850.0/55\uff09\uff0c\u9ad8\u4e8e\u9608\u503c70.0%\uff0c\u89e6\u53d1\u4e0b\u8dcc\u4e00\u81f4\u6027\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29067""}"
"0_654204_35f971_8497b5","0",下跌一致性事件,触发事件,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u533b\u7597\u670d\u52a1\u677f\u5757\u4e0b\u8dcc\u5bb6\u6570\u5360\u6bd490.9%\uff0850.0/55\uff09\uff0c\u9ad8\u4e8e\u9608\u503c70.0%\uff0c\u89e6\u53d1\u4e0b\u8dcc\u4e00\u81f4\u6027\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591d01a14c7e13d29067""}"
"1_672966_3bce23_d6c6e0","1",触发,触发事件,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u53a8\u536b\u7535\u5668\u677f\u5757\u6da8\u8dcc\u5e45-2.32%\uff0c\u4f4e\u4e8e\u9608\u503c-0.7%\uff0c\u89e6\u53d1\u884c\u4e1a\u8dcc\u5e45\u5f02\u5e38\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591e01a14c7e13d29068""}"
"0_672966_3bce23_a26335","0",厨卫电器板块,行业板块,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u53a8\u536b\u7535\u5668\u677f\u5757\u6da8\u8dcc\u5e45-2.32%\uff0c\u4f4e\u4e8e\u9608\u503c-0.7%\uff0c\u89e6\u53d1\u884c\u4e1a\u8dcc\u5e45\u5f02\u5e38\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591e01a14c7e13d29068""}"
"0_672966_3bce23_658748","0",涨跌幅-2.32%,涨跌幅数据,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u53a8\u536b\u7535\u5668\u677f\u5757\u6da8\u8dcc\u5e45-2.32%\uff0c\u4f4e\u4e8e\u9608\u503c-0.7%\uff0c\u89e6\u53d1\u884c\u4e1a\u8dcc\u5e45\u5f02\u5e38\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591e01a14c7e13d29068""}"
"0_672966_3bce23_dd44ca","0",阈值-0.7%,阈值数据,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u53a8\u536b\u7535\u5668\u677f\u5757\u6da8\u8dcc\u5e45-2.32%\uff0c\u4f4e\u4e8e\u9608\u503c-0.7%\uff0c\u89e6\u53d1\u884c\u4e1a\u8dcc\u5e45\u5f02\u5e38\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591e01a14c7e13d29068""}"
"1_672966_3bce23_f2deec","1",行业跌幅异常事件,异常事件,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u53a8\u536b\u7535\u5668\u677f\u5757\u6da8\u8dcc\u5e45-2.32%\uff0c\u4f4e\u4e8e\u9608\u503c-0.7%\uff0c\u89e6\u53d1\u884c\u4e1a\u8dcc\u5e45\u5f02\u5e38\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591e01a14c7e13d29068""}"
"1_694881_e9c7ca_d23de6","1",下跌,下跌,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u53a8\u536b\u7535\u5668\u677f\u5757\u4e0b\u8dcc\u5bb6\u6570\u5360\u6bd4100.0%\uff089.0/9\uff09\uff0c\u9ad8\u4e8e\u9608\u503c70.0%\uff0c\u89e6\u53d1\u4e0b\u8dcc\u4e00\u81f4\u6027\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591e01a14c7e13d29069""}"
"0_694881_e9c7ca_a26335","0",厨卫电器板块,下跌板块,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u53a8\u536b\u7535\u5668\u677f\u5757\u4e0b\u8dcc\u5bb6\u6570\u5360\u6bd4100.0%\uff089.0/9\uff09\uff0c\u9ad8\u4e8e\u9608\u503c70.0%\uff0c\u89e6\u53d1\u4e0b\u8dcc\u4e00\u81f4\u6027\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591e01a14c7e13d29069""}"
"0_694881_e9c7ca_606f87","0",下跌家数占比100.0%（9.0/9）,下跌指标,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u53a8\u536b\u7535\u5668\u677f\u5757\u4e0b\u8dcc\u5bb6\u6570\u5360\u6bd4100.0%\uff089.0/9\uff09\uff0c\u9ad8\u4e8e\u9608\u503c70.0%\uff0c\u89e6\u53d1\u4e0b\u8dcc\u4e00\u81f4\u6027\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591e01a14c7e13d29069""}"
"0_694881_e9c7ca_f08882","0",阈值70.0%,阈值,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u53a8\u536b\u7535\u5668\u677f\u5757\u4e0b\u8dcc\u5bb6\u6570\u5360\u6bd4100.0%\uff089.0/9\uff09\uff0c\u9ad8\u4e8e\u9608\u503c70.0%\uff0c\u89e6\u53d1\u4e0b\u8dcc\u4e00\u81f4\u6027\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591e01a14c7e13d29069""}"
"1_694881_e9c7ca_d6c6e0","1",触发,触发,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u53a8\u536b\u7535\u5668\u677f\u5757\u4e0b\u8dcc\u5bb6\u6570\u5360\u6bd4100.0%\uff089.0/9\uff09\uff0c\u9ad8\u4e8e\u9608\u503c70.0%\uff0c\u89e6\u53d1\u4e0b\u8dcc\u4e00\u81f4\u6027\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591e01a14c7e13d29069""}"
"0_694881_e9c7ca_8497b5","0",下跌一致性事件,触发事件,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u53a8\u536b\u7535\u5668\u677f\u5757\u4e0b\u8dcc\u5bb6\u6570\u5360\u6bd4100.0%\uff089.0/9\uff09\uff0c\u9ad8\u4e8e\u9608\u503c70.0%\uff0c\u89e6\u53d1\u4e0b\u8dcc\u4e00\u81f4\u6027\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591e01a14c7e13d29069""}"
"1_716691_ce6014_247cc7","1",旅游及酒店板块涨跌幅-2.33%,板块涨跌幅,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u65c5\u6e38\u53ca\u9152\u5e97\u677f\u5757\u6da8\u8dcc\u5e45-2.33%\uff0c\u4f4e\u4e8e\u9608\u503c-0.7%\uff0c\u89e6\u53d1\u884c\u4e1a\u8dcc\u5e45\u5f02\u5e38\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591e01a14c7e13d2906a""}"
"0_716691_ce6014_2420b4","0",旅游及酒店板块,板块,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u65c5\u6e38\u53ca\u9152\u5e97\u677f\u5757\u6da8\u8dcc\u5e45-2.33%\uff0c\u4f4e\u4e8e\u9608\u503c-0.7%\uff0c\u89e6\u53d1\u884c\u4e1a\u8dcc\u5e45\u5f02\u5e38\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591e01a14c7e13d2906a""}"
"1_716691_ce6014_72eff5","1",低于阈值-0.7%,低于阈值,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u65c5\u6e38\u53ca\u9152\u5e97\u677f\u5757\u6da8\u8dcc\u5e45-2.33%\uff0c\u4f4e\u4e8e\u9608\u503c-0.7%\uff0c\u89e6\u53d1\u884c\u4e1a\u8dcc\u5e45\u5f02\u5e38\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591e01a14c7e13d2906a""}"
"0_716691_ce6014_dd44ca","0",阈值-0.7%,阈值,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u65c5\u6e38\u53ca\u9152\u5e97\u677f\u5757\u6da8\u8dcc\u5e45-2.33%\uff0c\u4f4e\u4e8e\u9608\u503c-0.7%\uff0c\u89e6\u53d1\u884c\u4e1a\u8dcc\u5e45\u5f02\u5e38\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591e01a14c7e13d2906a""}"
"1_716691_ce6014_1d2628","1",触发行业跌幅异常事件,触发异常事件,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u65c5\u6e38\u53ca\u9152\u5e97\u677f\u5757\u6da8\u8dcc\u5e45-2.33%\uff0c\u4f4e\u4e8e\u9608\u503c-0.7%\uff0c\u89e6\u53d1\u884c\u4e1a\u8dcc\u5e45\u5f02\u5e38\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591e01a14c7e13d2906a""}"
"0_716691_ce6014_f2deec","0",行业跌幅异常事件,异常事件,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u65c5\u6e38\u53ca\u9152\u5e97\u677f\u5757\u6da8\u8dcc\u5e45-2.33%\uff0c\u4f4e\u4e8e\u9608\u503c-0.7%\uff0c\u89e6\u53d1\u884c\u4e1a\u8dcc\u5e45\u5f02\u5e38\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591e01a14c7e13d2906a""}"
"1_738461_e97643_d23de6","1",下跌,下跌,"67019121","{""source"": ""LLM\u62bd\u53d6"", ""project_id"": ""67019121"", ""context"": ""\u65c5\u6e38\u53ca\u9152\u5e97\u677f\u5757\u4e0b\u8dcc\u5bb6\u6570\u5360\u6bd494.1%\uff0832.0/34\uff09\uff0c\u9ad8\u4e8e\u9608\u503c70.0%\uff0c\u89e6\u53d1\u4e0b\u8dcc\u4e00\u81f4\u6027\u4e8b\u4ef6"", ""channel"": ""B"", ""confidence"": 0.75, ""sample_id"": ""69e2591e01a14c7e13d2906d""}"
